Date,Region,Product_Service_Name,Category_Department,Revenue,Cost,Profit,Profit_Margin_pct,Units_Sold,Inventory_Level,Return_Rate_pct,Order_ID,Customer_ID,Customer_Segment,Campaign_Name,Conversion_Rate_pct,Customer_Satisfaction_Score,Average_Order_Value,Month,Quarter,Year,Week_Number
29-09-2025,North,CRM Suite,Software,135681.52,99924.03,35757.49,26.35,77,,0,ORD-206217,CUST-96127,Retail,Spring Promo,0.057,3,1762.1,2025-09,2025-Q3,2025,40
11-03-2025,South,Consulting Hour,Services,20714.77,13278.4,7436.37,35.9,100,,0,ORD-704150,CUST-50452,Online,Spring Promo,0.13,4,207.15,2025-03,2025-Q1,2025,11
04-08-2024,West,Deluxe Widget,Electronics,149215.65,104299.12,44916.52,30.1,267,1556,0.031,ORD-554860,CUST-51065,Retail,Summer Sale,0.069,4,558.86,2024-08,2024-Q3,2024,31
23-09-2024,West,CRM Suite,Software,55596.23,29965.92,25630.31,46.1,34,,0,ORD-983163,CUST-33878,Online,Summer Sale,0.045,5,1635.18,2024-09,2024-Q3,2024,39
26-03-2025,East,T-Shirt,Apparel,1609.44,1142.09,467.35,29.04,57,1066,0.037,ORD-685600,CUST-12105,Wholesale,Back-to-School,0.081,1,28.24,2025-03,2025-Q1,2025,13
29-09-2024,West,E-Reader,Electronics,15391.14,9068.79,6322.35,41.08,62,2875,0.043,ORD-819007,CUST-17234,Retail,Holiday Sale,0.116,1,248.24,2024-09,2024-Q3,2024,39
26-07-2025,South,CRM Suite,Software,606990.37,411124.34,195866.03,32.27,272,,0,ORD-728949,CUST-48261,Retail,Spring Promo,0.129,3,2231.58,2025-07,2025-Q3,2025,30
17-01-2025,West,T-Shirt,Apparel,5711.55,3791.41,1920.14,33.62,58,4013,0.081,ORD-600643,CUST-57313,Retail,Back-to-School,0.083,5,98.48,2025-01,2025-Q1,2025,3
08-07-2024,North,Deluxe Widget,Electronics,201567.23,122824.38,78742.85,39.07,271,1318,0.086,ORD-881704,CUST-28757,Retail,Q1 Launch,0.071,4,743.79,2024-07,2024-Q3,2024,28
05-04-2025,West,Data Analytics Tool,Software,238844.75,174601.12,64243.62,26.9,142,,0,ORD-196059,CUST-68780,Online,Q1 Launch,0.149,2,1682.01,2025-04,2025-Q2,2025,14
16-03-2025,West,Smart Monitor,Electronics,227680.51,143773.92,83906.59,36.85,298,2520,0.054,ORD-764815,CUST-44829,Online,Holiday Sale,0.091,5,764.03,2025-03,2025-Q1,2025,11
02-06-2025,South,Premium Support,Services,55765.16,33441.16,22324,40.03,252,,0,ORD-448143,CUST-84403,Retail,Summer Sale,0.093,5,221.29,2025-06,2025-Q2,2025,23
05-09-2025,West,CRM Suite,Software,163286.28,89330.04,73956.24,45.29,250,,0,ORD-254474,CUST-78928,Online,Holiday Sale,0.117,4,653.15,2025-09,2025-Q3,2025,36
04-03-2025,South,Consulting Hour,Services,146712.32,77856.13,68856.19,46.93,258,,0,ORD-525656,CUST-91575,Retail,Q1 Launch,0.087,5,568.65,2025-03,2025-Q1,2025,10
01-07-2024,South,Data Analytics Tool,Software,485876.28,336648.95,149227.32,30.71,259,,0,ORD-747863,CUST-30700,Online,Q1 Launch,0.09,4,1875.97,2024-07,2024-Q3,2024,27
14-02-2025,North,Installation Service,Services,61169.67,35718.15,25451.52,41.61,227,,0,ORD-143754,CUST-11500,Online,Holiday Sale,0.14,3,269.47,2025-02,2025-Q1,2025,7
08-12-2024,East,CRM Suite,Software,130227.6,71366.02,58861.58,45.2,66,,0,ORD-457585,CUST-35173,Retail,Q1 Launch,0.04,4,1973.15,2024-12,2024-Q4,2024,49
30-05-2025,East,T-Shirt,Apparel,6799.25,4409.81,2389.44,35.14,70,411,0.017,ORD-491307,CUST-18269,Online,Q1 Launch,0.136,5,97.13,2025-05,2025-Q2,2025,22
13-05-2025,West,Smart Monitor,Electronics,52219.33,34185.32,18034.01,34.54,78,591,0.07,ORD-311711,CUST-58427,Online,Q1 Launch,0.089,4,669.48,2025-05,2025-Q2,2025,20
03-10-2025,East,Wireless Headphones,Electronics,2766.57,1657.31,1109.26,40.1,16,3306,0.012,ORD-977164,CUST-10306,Online,Back-to-School,0.14,2,172.91,2025-10,2025-Q4,2025,40
01-01-2025,North,E-Reader,Electronics,269096.42,201321.81,67774.61,25.19,270,1184,0.083,ORD-227102,CUST-65633,Online,Summer Sale,0.139,5,996.65,2025-01,2025-Q1,2025,1
13-07-2024,West,Data Analytics Tool,Software,907771.96,589173.68,318598.28,35.1,295,,0,ORD-296633,CUST-95933,Wholesale,Holiday Sale,0.109,5,3077.19,2024-07,2024-Q3,2024,28
29-09-2024,South,Premium Support,Services,11251.34,6816.58,4434.75,39.42,64,,0,ORD-644505,CUST-47505,Online,Summer Sale,0.096,3,175.8,2024-09,2024-Q3,2024,39
25-08-2025,West,Maintenance Contract,Services,75017.92,55122.31,19895.61,26.52,127,,0,ORD-580438,CUST-83627,Online,Summer Sale,0.034,4,590.69,2025-08,2025-Q3,2025,35
18-07-2024,South,Polo Shirt,Apparel,2981.34,2209.45,771.89,25.89,39,2336,0.078,ORD-626382,CUST-76558,Online,Spring Promo,0.104,3,76.44,2024-07,2024-Q3,2024,29
06-04-2025,West,T-Shirt,Apparel,28734.96,20472.48,8262.48,28.75,258,630,0.069,ORD-991038,CUST-97422,Online,Back-to-School,0.052,3,111.38,2025-04,2025-Q2,2025,14
16-08-2025,South,Installation Service,Services,11346.69,6921.64,4425.05,39,85,,0,ORD-829334,CUST-91678,Online,Summer Sale,0.075,5,133.49,2025-08,2025-Q3,2025,33
22-01-2025,East,Data Analytics Tool,Software,221244.23,124925.16,96319.07,43.54,160,,0,ORD-257815,CUST-94459,Online,Holiday Sale,0.052,3,1382.78,2025-01,2025-Q1,2025,4
17-09-2025,South,Polo Shirt,Apparel,7852.01,5585.76,2266.25,28.86,42,4401,0.023,ORD-524148,CUST-45314,Online,Summer Sale,0.059,4,186.95,2025-09,2025-Q3,2025,38
20-05-2024,West,Deluxe Widget,Electronics,26175.16,16326.49,9848.68,37.63,82,2201,0.064,ORD-770881,CUST-66065,Wholesale,Back-to-School,0.024,5,319.21,2024-05,2024-Q2,2024,21
09-08-2025,East,CRM Suite,Software,264003.98,153555.16,110448.81,41.84,188,,0,ORD-582647,CUST-95317,Online,Spring Promo,0.049,4,1404.28,2025-08,2025-Q3,2025,32
26-08-2025,West,Jacket,Apparel,21723.56,12535.72,9187.84,42.29,266,2170,0.061,ORD-800196,CUST-50593,Wholesale,Back-to-School,0.132,5,81.67,2025-08,2025-Q3,2025,35
10-10-2025,North,Smart Monitor,Electronics,177421.83,119751.15,57670.68,32.5,236,4649,0.078,ORD-614772,CUST-71757,Online,Spring Promo,0.104,5,751.79,2025-10,2025-Q4,2025,41
10-10-2024,South,Cloud Subscription,Software,403577.14,211152.79,192424.36,47.68,272,,0,ORD-544060,CUST-47221,Online,Q1 Launch,0.046,4,1483.74,2024-10,2024-Q4,2024,41
23-06-2025,East,CRM Suite,Software,156619.5,117412.28,39207.23,25.03,143,,0,ORD-275308,CUST-65761,Retail,Spring Promo,0.123,4,1095.24,2025-06,2025-Q2,2025,26
13-06-2025,South,Data Analytics Tool,Software,283812.58,166303.5,117509.08,41.4,229,,0,ORD-551356,CUST-27248,Online,Back-to-School,0.031,4,1239.36,2025-06,2025-Q2,2025,24
07-10-2024,South,Consulting Hour,Services,7603.44,5697.44,1905.99,25.07,38,,0,ORD-804561,CUST-28310,Online,Holiday Sale,0.051,4,200.09,2024-10,2024-Q4,2024,41
13-07-2025,South,Cloud Subscription,Software,84810.92,55047.69,29763.22,35.09,53,,0,ORD-875693,CUST-76530,Retail,Holiday Sale,0.136,5,1600.21,2025-07,2025-Q3,2025,28
10-05-2024,East,Smart Monitor,Electronics,208168.57,123726.67,84441.9,40.56,252,3685,0.068,ORD-621744,CUST-72529,Online,Summer Sale,0.025,3,826.07,2024-05,2024-Q2,2024,19
10-10-2025,West,Smart Monitor,Electronics,15706.44,10010.86,5695.58,36.26,27,730,0.098,ORD-602589,CUST-49993,Online,Q1 Launch,0.033,3,581.72,2025-10,2025-Q4,2025,41
20-03-2025,East,Jacket,Apparel,719.84,383.64,336.2,46.7,27,819,0.057,ORD-641830,CUST-99911,Wholesale,Summer Sale,0.134,5,26.66,2025-03,2025-Q1,2025,12
09-10-2025,West,Cloud Subscription,Software,23361.73,16952.86,6408.86,27.43,11,,0,ORD-546860,CUST-24653,Online,Back-to-School,0.077,4,2123.79,2025-10,2025-Q4,2025,41
07-09-2025,South,ERP Module,Software,65450.32,41989.13,23461.18,35.85,26,,0,ORD-288966,CUST-63733,Online,Holiday Sale,0.101,4,2517.32,2025-09,2025-Q3,2025,36
05-07-2025,South,E-Reader,Electronics,24455.41,17244.37,7211.05,29.49,51,971,0.041,ORD-916813,CUST-22161,Retail,Q1 Launch,0.137,5,479.52,2025-07,2025-Q3,2025,27
06-10-2024,East,Cloud Subscription,Software,222075.68,157113.39,64962.29,29.25,136,,0,ORD-403672,CUST-93380,Online,Back-to-School,0.124,3,1632.91,2024-10,2024-Q4,2024,40
13-10-2025,South,Smart Monitor,Electronics,66727.39,39246.2,27481.19,41.18,213,1084,0.071,ORD-353697,CUST-14378,Retail,Holiday Sale,0.098,4,313.27,2025-10,2025-Q4,2025,42
09-07-2025,South,Smart Monitor,Electronics,71992.24,43754.28,28237.95,39.22,151,1634,0.088,ORD-389295,CUST-70271,Online,Q1 Launch,0.036,4,476.77,2025-07,2025-Q3,2025,28
24-07-2024,North,CRM Suite,Software,65469.6,34169.56,31300.04,47.81,43,,0,ORD-744233,CUST-97210,Retail,Summer Sale,0.033,2,1522.55,2024-07,2024-Q3,2024,30
12-02-2025,South,Premium Support,Services,51979.99,37087.72,14892.28,28.65,118,,0,ORD-280385,CUST-46786,Online,Spring Promo,0.14,2,440.51,2025-02,2025-Q1,2025,7
22-01-2025,East,Premium Support,Services,66140.72,44627.6,21513.12,32.53,112,,0,ORD-640396,CUST-77760,Retail,Back-to-School,0.022,5,590.54,2025-01,2025-Q1,2025,4
15-05-2024,North,Premium Support,Services,119530.59,85415.74,34114.86,28.54,293,,0,ORD-185388,CUST-39511,Retail,Holiday Sale,0.145,4,407.95,2024-05,2024-Q2,2024,20
08-06-2024,West,Premium Support,Services,87965.98,65541.96,22424.03,25.49,177,,0,ORD-103704,CUST-99469,Retail,Holiday Sale,0.147,4,496.98,2024-06,2024-Q2,2024,23
28-06-2024,North,Deluxe Widget,Electronics,175504.62,123805.24,51699.38,29.46,155,1964,0.065,ORD-667106,CUST-18921,Online,Holiday Sale,0.048,4,1132.29,2024-06,2024-Q2,2024,26
22-09-2025,North,Polo Shirt,Apparel,13471.92,6904.85,6567.06,48.75,147,1559,0.074,ORD-389060,CUST-52017,Wholesale,Spring Promo,0.029,3,91.65,2025-09,2025-Q3,2025,39
23-08-2025,East,Jacket,Apparel,9706.85,6536.64,3170.21,32.66,207,2897,0.039,ORD-899000,CUST-85764,Online,Back-to-School,0.075,5,46.89,2025-08,2025-Q3,2025,34
13-07-2025,East,E-Reader,Electronics,146150.88,78978.17,67172.71,45.96,170,2373,0.074,ORD-869167,CUST-98118,Retail,Summer Sale,0.023,3,859.71,2025-07,2025-Q3,2025,28
24-06-2025,East,Maintenance Contract,Services,28130.75,19751.79,8378.96,29.79,153,,0,ORD-592705,CUST-70997,Retail,Spring Promo,0.031,3,183.86,2025-06,2025-Q2,2025,26
27-01-2025,West,ERP Module,Software,234570.4,156250.29,78320.11,33.39,257,,0,ORD-793125,CUST-12728,Online,Back-to-School,0.067,4,912.73,2025-01,2025-Q1,2025,5
14-08-2024,North,Jacket,Apparel,27084.43,16593.84,10490.6,38.73,294,4261,0.02,ORD-733622,CUST-80490,Retail,Back-to-School,0.033,3,92.12,2024-08,2024-Q3,2024,33
20-10-2024,North,Maintenance Contract,Services,137715.27,83999.21,53716.07,39.01,238,,0,ORD-850135,CUST-20408,Wholesale,Spring Promo,0.132,4,578.64,2024-10,2024-Q4,2024,42
02-05-2025,East,Jacket,Apparel,13531.36,6936.7,6594.66,48.74,117,4253,0.031,ORD-423763,CUST-76823,Online,Back-to-School,0.101,4,115.65,2025-05,2025-Q2,2025,18
05-07-2025,South,Smart Monitor,Electronics,49295.99,34254.58,15041.41,30.51,262,2652,0.067,ORD-341932,CUST-14322,Online,Summer Sale,0.145,5,188.15,2025-07,2025-Q3,2025,27
27-09-2024,North,Consulting Hour,Services,18728.21,13299.85,5428.36,28.98,128,,0,ORD-167167,CUST-23531,Online,Back-to-School,0.039,5,146.31,2024-09,2024-Q3,2024,39
05-10-2025,South,CRM Suite,Software,345034.04,255008.51,90025.53,26.09,190,,0,ORD-812595,CUST-89850,Online,Spring Promo,0.091,3,1815.97,2025-10,2025-Q4,2025,40
26-01-2025,North,Jacket,Apparel,18735.11,10544.51,8190.6,43.72,140,540,0.027,ORD-427038,CUST-71477,Online,Back-to-School,0.087,4,133.82,2025-01,2025-Q1,2025,4
18-09-2024,North,ERP Module,Software,529563.89,350496.8,179067.09,33.81,211,,0,ORD-840816,CUST-64660,Retail,Holiday Sale,0.055,2,2509.78,2024-09,2024-Q3,2024,38
21-11-2024,West,Consulting Hour,Services,32104.36,22885.46,9218.9,28.72,222,,0,ORD-977998,CUST-92747,Retail,Q1 Launch,0.142,4,144.61,2024-11,2024-Q4,2024,47
24-03-2025,West,Cloud Subscription,Software,245613.06,164851.04,80762.02,32.88,121,,0,ORD-423513,CUST-62250,Wholesale,Holiday Sale,0.092,4,2029.86,2025-03,2025-Q1,2025,13
15-05-2025,West,Smart Monitor,Electronics,114311.05,64922.03,49389.01,43.21,195,3580,0.011,ORD-650096,CUST-89131,Retail,Holiday Sale,0.121,3,586.21,2025-05,2025-Q2,2025,20
14-09-2024,North,Installation Service,Services,135064.26,71019.62,64044.63,47.42,297,,0,ORD-623280,CUST-22952,Online,Q1 Launch,0.059,5,454.76,2024-09,2024-Q3,2024,37
13-02-2025,North,Premium Support,Services,62256.7,37284.13,24972.57,40.11,223,,0,ORD-189246,CUST-42267,Online,Back-to-School,0.091,4,279.18,2025-02,2025-Q1,2025,7
10-09-2025,West,T-Shirt,Apparel,5310.9,3180.97,2129.93,40.1,44,4219,0.099,ORD-118215,CUST-72571,Retail,Back-to-School,0.053,4,120.7,2025-09,2025-Q3,2025,37
30-05-2024,East,Cloud Subscription,Software,158312.15,118091.5,40220.65,25.41,184,,0,ORD-104774,CUST-32237,Wholesale,Summer Sale,0.13,3,860.39,2024-05,2024-Q2,2024,22
05-01-2025,South,CRM Suite,Software,255383.51,185634.84,69748.66,27.31,167,,0,ORD-763012,CUST-40119,Retail,Back-to-School,0.021,5,1529.24,2025-01,2025-Q1,2025,1
16-01-2025,East,Installation Service,Services,124142.02,77211.41,46930.61,37.8,263,,0,ORD-416990,CUST-56012,Retail,Spring Promo,0.107,1,472.02,2025-01,2025-Q1,2025,3
19-01-2025,East,Polo Shirt,Apparel,509.44,269.62,239.83,47.08,13,2836,0.08,ORD-795864,CUST-68804,Online,Summer Sale,0.132,3,39.19,2025-01,2025-Q1,2025,3
30-07-2025,East,Deluxe Widget,Electronics,115862.92,85293.45,30569.47,26.38,214,2072,0.037,ORD-566531,CUST-86098,Online,Q1 Launch,0.121,4,541.42,2025-07,2025-Q3,2025,31
16-09-2024,South,Installation Service,Services,6039.52,4344.48,1695.04,28.07,20,,0,ORD-358518,CUST-81305,Retail,Q1 Launch,0.132,4,301.98,2024-09,2024-Q3,2024,38
27-11-2024,North,Deluxe Widget,Electronics,172846.62,91416.87,81429.75,47.11,283,695,0.011,ORD-529745,CUST-51068,Retail,Spring Promo,0.092,2,610.77,2024-11,2024-Q4,2024,48
04-05-2025,South,Data Analytics Tool,Software,36144.96,26026.1,10118.86,28,28,,0,ORD-686621,CUST-15625,Wholesale,Holiday Sale,0.077,3,1290.89,2025-05,2025-Q2,2025,18
18-04-2025,South,Wireless Headphones,Electronics,9604,4915.22,4688.78,48.82,49,2153,0.064,ORD-493708,CUST-44711,Retail,Summer Sale,0.113,2,196,2025-04,2025-Q2,2025,16
16-08-2025,West,Cloud Subscription,Software,151875.05,86237.97,65637.08,43.22,121,,0,ORD-729445,CUST-96819,Online,Q1 Launch,0.115,4,1255.17,2025-08,2025-Q3,2025,33
24-11-2024,East,Deluxe Widget,Electronics,65317.18,40492.88,24824.3,38.01,155,3168,0.038,ORD-255073,CUST-77366,Retail,Q1 Launch,0.068,3,421.4,2024-11,2024-Q4,2024,47
23-08-2025,South,Consulting Hour,Services,27441.48,17136.21,10305.27,37.55,48,,0,ORD-562435,CUST-58007,Retail,Summer Sale,0.055,4,571.7,2025-08,2025-Q3,2025,34
20-09-2025,East,Wireless Headphones,Electronics,4840.7,2652.21,2188.49,45.21,23,1032,0.052,ORD-592949,CUST-20346,Retail,Back-to-School,0.128,5,210.47,2025-09,2025-Q3,2025,38
08-06-2024,West,Consulting Hour,Services,102200.99,52713.36,49487.63,48.42,202,,0,ORD-446236,CUST-61285,Wholesale,Summer Sale,0.134,3,505.95,2024-06,2024-Q2,2024,23
02-03-2025,North,Smart Monitor,Electronics,156084.29,105469.25,50615.05,32.43,269,3654,0.056,ORD-900719,CUST-67751,Online,Spring Promo,0.052,4,580.24,2025-03,2025-Q1,2025,9
06-10-2024,East,Installation Service,Services,13673.26,7095.18,6578.09,48.11,24,,0,ORD-652555,CUST-49084,Online,Holiday Sale,0.107,5,569.72,2024-10,2024-Q4,2024,40
23-04-2025,South,E-Reader,Electronics,49155.49,32125.5,17029.99,34.65,274,662,0.046,ORD-521303,CUST-56127,Online,Spring Promo,0.116,4,179.4,2025-04,2025-Q2,2025,17
01-07-2024,West,Premium Support,Services,28605.01,21088.95,7516.06,26.28,125,,0,ORD-230637,CUST-74278,Retail,Holiday Sale,0.08,4,228.84,2024-07,2024-Q3,2024,27
28-05-2024,West,Deluxe Widget,Electronics,44261.99,26909.22,17352.78,39.2,54,4697,0.081,ORD-936877,CUST-52533,Retail,Summer Sale,0.111,5,819.67,2024-05,2024-Q2,2024,22
15-09-2025,South,Deluxe Widget,Electronics,108551.95,78083.55,30468.4,28.07,146,3817,0.073,ORD-179231,CUST-70882,Retail,Spring Promo,0.067,4,743.51,2025-09,2025-Q3,2025,38
29-07-2024,West,Data Analytics Tool,Software,245620.21,138047.25,107572.96,43.8,109,,0,ORD-986780,CUST-57640,Retail,Q1 Launch,0.098,5,2253.4,2024-07,2024-Q3,2024,31
17-07-2024,South,Jacket,Apparel,20232.78,13779.1,6453.67,31.9,130,3410,0.011,ORD-249356,CUST-50318,Online,Spring Promo,0.046,5,155.64,2024-07,2024-Q3,2024,29
10-05-2025,North,Cloud Subscription,Software,164229.4,90365.12,73864.28,44.98,70,,0,ORD-851883,CUST-81943,Online,Q1 Launch,0.129,3,2346.13,2025-05,2025-Q2,2025,19
02-03-2025,North,Polo Shirt,Apparel,14213.73,7481.48,6732.25,47.36,115,1658,0.046,ORD-916083,CUST-91097,Online,Spring Promo,0.121,5,123.6,2025-03,2025-Q1,2025,9
29-11-2024,North,ERP Module,Software,634306.97,439957.88,194349.08,30.64,288,,0,ORD-509631,CUST-76293,Wholesale,Back-to-School,0.148,4,2202.45,2024-11,2024-Q4,2024,48
29-05-2024,North,ERP Module,Software,123863.09,88689.14,35173.95,28.4,229,,0,ORD-229900,CUST-66594,Retail,Back-to-School,0.099,5,540.89,2024-05,2024-Q2,2024,22
11-09-2024,West,CRM Suite,Software,24024.71,16983.98,7040.73,29.31,19,,0,ORD-524761,CUST-94543,Wholesale,Back-to-School,0.105,2,1264.46,2024-09,2024-Q3,2024,37
26-01-2025,South,T-Shirt,Apparel,8207.54,5827.28,2380.26,29,53,270,0.022,ORD-500497,CUST-23483,Online,Summer Sale,0.043,4,154.86,2025-01,2025-Q1,2025,4
07-07-2024,East,Jacket,Apparel,12943.91,8604.99,4338.93,33.52,107,2708,0.032,ORD-789921,CUST-52343,Retail,Q1 Launch,0.125,4,120.97,2024-07,2024-Q3,2024,27
17-07-2024,West,Polo Shirt,Apparel,8750.27,4897.89,3852.38,44.03,64,2331,0.057,ORD-435701,CUST-32889,Online,Q1 Launch,0.097,3,136.72,2024-07,2024-Q3,2024,29
12-12-2024,West,Deluxe Widget,Electronics,121601.65,74815.69,46785.96,38.47,296,4284,0.019,ORD-902039,CUST-29672,Retail,Back-to-School,0.059,5,410.82,2024-12,2024-Q4,2024,50
04-07-2024,South,Cloud Subscription,Software,436228.43,234907.63,201320.79,46.15,232,,0,ORD-546662,CUST-78042,Wholesale,Spring Promo,0.101,4,1880.29,2024-07,2024-Q3,2024,27
16-02-2025,South,Jacket,Apparel,2793.46,2066.07,727.39,26.04,45,1899,0.093,ORD-793765,CUST-51126,Wholesale,Holiday Sale,0.042,2,62.08,2025-02,2025-Q1,2025,7
08-09-2025,South,Cloud Subscription,Software,128971.19,86171.92,42799.27,33.19,222,,0,ORD-444857,CUST-80042,Online,Summer Sale,0.106,4,580.95,2025-09,2025-Q3,2025,37
09-07-2024,East,Wireless Headphones,Electronics,130713.35,77515.48,53197.87,40.7,213,2444,0.075,ORD-792272,CUST-54935,Retail,Holiday Sale,0.126,4,613.68,2024-07,2024-Q3,2024,28
18-06-2025,East,Data Analytics Tool,Software,279793.1,191186.81,88606.29,31.67,176,,0,ORD-451500,CUST-36474,Online,Back-to-School,0.038,3,1589.73,2025-06,2025-Q2,2025,25
19-01-2025,South,Premium Support,Services,51764.83,32153.97,19610.86,37.88,101,,0,ORD-789244,CUST-47972,Retail,Back-to-School,0.066,1,512.52,2025-01,2025-Q1,2025,3
24-12-2024,North,Deluxe Widget,Electronics,145860.9,105122.81,40738.09,27.93,240,3794,0.02,ORD-374506,CUST-11493,Online,Spring Promo,0.044,2,607.75,2024-12,2024-Q4,2024,52
12-01-2025,East,Data Analytics Tool,Software,139369.34,97183.33,42186,30.27,191,,0,ORD-458966,CUST-39742,Retail,Summer Sale,0.105,5,729.68,2025-01,2025-Q1,2025,2
17-07-2025,East,E-Reader,Electronics,90282.9,66448.28,23834.63,26.4,257,1463,0.045,ORD-544154,CUST-12051,Retail,Q1 Launch,0.138,5,351.3,2025-07,2025-Q3,2025,29
16-07-2024,East,Wireless Headphones,Electronics,146402.53,74141.61,72260.92,49.36,230,589,0.047,ORD-207976,CUST-10055,Wholesale,Summer Sale,0.111,1,636.53,2024-07,2024-Q3,2024,29
14-07-2025,East,Data Analytics Tool,Software,243353.2,142229.07,101124.13,41.55,148,,0,ORD-250262,CUST-93856,Online,Back-to-School,0.13,5,1644.28,2025-07,2025-Q3,2025,29
22-01-2025,West,Cloud Subscription,Software,209639.42,145356.29,64283.13,30.66,85,,0,ORD-761624,CUST-68569,Online,Back-to-School,0.044,5,2466.35,2025-01,2025-Q1,2025,4
12-08-2025,North,Installation Service,Services,20549.84,13091.96,7457.88,36.29,43,,0,ORD-908514,CUST-12679,Online,Spring Promo,0.073,5,477.9,2025-08,2025-Q3,2025,33
15-01-2025,North,Smart Monitor,Electronics,208263.85,151607.87,56655.98,27.2,262,1840,0.098,ORD-885592,CUST-10747,Retail,Summer Sale,0.039,3,794.9,2025-01,2025-Q1,2025,3
26-06-2025,East,ERP Module,Software,396130.54,203694.83,192435.71,48.58,187,,0,ORD-884326,CUST-45048,Retail,Summer Sale,0.103,4,2118.35,2025-06,2025-Q2,2025,26
30-09-2025,South,ERP Module,Software,311537.48,181557.35,129980.13,41.72,100,,0,ORD-993181,CUST-23206,Online,Holiday Sale,0.131,3,3115.37,2025-09,2025-Q3,2025,40
24-09-2024,South,CRM Suite,Software,220772.24,148175.98,72596.25,32.88,180,,0,ORD-766844,CUST-11069,Retail,Summer Sale,0.031,3,1226.51,2024-09,2024-Q3,2024,39
16-10-2024,South,Data Analytics Tool,Software,521494.87,337190.68,184304.19,35.34,269,,0,ORD-916410,CUST-20592,Retail,Holiday Sale,0.13,3,1938.64,2024-10,2024-Q4,2024,42
22-08-2024,South,E-Reader,Electronics,25587.99,17799.8,7788.19,30.44,135,545,0.028,ORD-675555,CUST-10143,Retail,Back-to-School,0.057,5,189.54,2024-08,2024-Q3,2024,34
04-05-2025,West,Cloud Subscription,Software,227444.35,144683.53,82760.81,36.39,226,,0,ORD-511813,CUST-99927,Online,Summer Sale,0.123,4,1006.39,2025-05,2025-Q2,2025,18
08-08-2024,East,Maintenance Contract,Services,5502.34,3149.23,2353.11,42.77,38,,0,ORD-203865,CUST-72737,Wholesale,Spring Promo,0.091,4,144.8,2024-08,2024-Q3,2024,32
29-07-2025,West,Installation Service,Services,26977.42,14671.79,12305.63,45.61,95,,0,ORD-911856,CUST-96181,Online,Back-to-School,0.065,5,283.97,2025-07,2025-Q3,2025,31
06-08-2024,South,T-Shirt,Apparel,2981.77,1669.55,1312.22,44.01,25,2547,0.072,ORD-719593,CUST-18321,Retail,Spring Promo,0.066,5,119.27,2024-08,2024-Q3,2024,32
14-09-2024,South,ERP Module,Software,315762.29,228545.73,87216.56,27.62,297,,0,ORD-461501,CUST-91097,Online,Q1 Launch,0.024,5,1063.17,2024-09,2024-Q3,2024,37
07-05-2024,East,Deluxe Widget,Electronics,92303.4,59163.34,33140.06,35.9,250,930,0.043,ORD-906220,CUST-39814,Online,Spring Promo,0.058,4,369.21,2024-05,2024-Q2,2024,19
24-08-2025,South,T-Shirt,Apparel,6747.5,4087.78,2659.72,39.42,59,1294,0.011,ORD-159316,CUST-40612,Online,Holiday Sale,0.144,5,114.36,2025-08,2025-Q3,2025,34
20-03-2025,West,Smart Monitor,Electronics,215135.06,144572.45,70562.61,32.8,272,4450,0.028,ORD-446535,CUST-91721,Online,Spring Promo,0.096,5,790.94,2025-03,2025-Q1,2025,12
27-09-2025,East,Maintenance Contract,Services,103860.54,62061.2,41799.34,40.25,217,,0,ORD-360123,CUST-41036,Online,Q1 Launch,0.071,5,478.62,2025-09,2025-Q3,2025,39
15-10-2025,West,Smart Monitor,Electronics,24644.61,15244.07,9400.54,38.14,41,2618,0.016,ORD-131094,CUST-67570,Online,Q1 Launch,0.102,5,601.09,2025-10,2025-Q4,2025,42
12-05-2024,South,E-Reader,Electronics,34651.93,21887.19,12764.74,36.84,62,2911,0.068,ORD-601079,CUST-83214,Wholesale,Q1 Launch,0.1,4,558.9,2024-05,2024-Q2,2024,19
20-06-2024,West,Consulting Hour,Services,103126.29,68022.26,35104.03,34.04,271,,0,ORD-475722,CUST-66950,Retail,Summer Sale,0.101,5,380.54,2024-06,2024-Q2,2024,25
27-12-2024,West,Premium Support,Services,108301.21,77486.15,30815.06,28.45,266,,0,ORD-807835,CUST-91758,Retail,Q1 Launch,0.034,2,407.15,2024-12,2024-Q4,2024,52
20-07-2025,South,Wireless Headphones,Electronics,129707.32,86578.77,43128.55,33.25,203,4628,0.018,ORD-399892,CUST-88305,Online,Spring Promo,0.107,5,638.95,2025-07,2025-Q3,2025,29
11-01-2025,South,Installation Service,Services,18614.04,13272.46,5341.58,28.7,39,,0,ORD-681534,CUST-90906,Wholesale,Summer Sale,0.109,3,477.28,2025-01,2025-Q1,2025,2
29-09-2025,East,Data Analytics Tool,Software,455032.87,275412.31,179620.56,39.47,233,,0,ORD-830399,CUST-42149,Online,Spring Promo,0.146,5,1952.93,2025-09,2025-Q3,2025,40
27-01-2025,West,Premium Support,Services,126659.08,88675.68,37983.41,29.99,244,,0,ORD-384341,CUST-61834,Retail,Holiday Sale,0.07,5,519.09,2025-01,2025-Q1,2025,5
28-10-2024,East,E-Reader,Electronics,112549.35,62606.57,49942.78,44.37,137,3806,0.049,ORD-137281,CUST-27156,Online,Holiday Sale,0.054,4,821.53,2024-10,2024-Q4,2024,44
